거래일,종목명,거래수량,환율,거래금액,수수료,유가잔고,잔액,상대계좌,
2024.5.14,ACE KRX금현물,30,0,"441,450",18,155,"692,038",,
Smart+거래소주식매수,,"14,715",0,"441,468",0,0,0,스마트폰,
2024.5.14,TIGER KOFR금리액티브(합성),6,0,"631,590",26,209,"60,422",,
Smart+거래소주식매수,,"105,265",0,"631,616",0,0,0,스마트폰,
2024.5.16,ACE 미국달러SOFR금리(합성),5,0,"54,565",2,5,"5,855",,
Smart+거래소주식매수,,"10,913",0,"54,567",0,0,0,스마트폰,
2024.5.16,TIGER KOFR금리액티브(합성),5,0,"526,375",22,204,"532,208",,
Smart+거래소주식매도,,"105,275",0,"526,353",0,0,0,스마트폰,
2024.5.20,SOL 미국배당다우존스,150,0,"1,592,200",67,260,"-1,060,059",,
Smart+거래소주식매수,,"10,614",0,"532,208",0,0,0,스마트폰,
2024.5.20,ACE 미국달러SOFR금리(합성),306,0,"3,295,000",138,311,"-4,355,197",,
Smart+거래소주식매수,,"10,767",0,0,0,0,0,스마트폰,
2024.5.20,TIGER KOFR금리액티브(합성),64,0,"6,738,560",283,140,"2,383,080",,
Smart+거래소주식매도,,"105,290",0,"2,383,080",0,0,0,스마트폰,
2024.5.23,TIGER KOFR금리액티브(합성),37,0,"3,898,135",164,177,"-1,515,219",,
Smart+거래소주식매수,,"105,355",0,"2,383,080",0,0,0,스마트폰,
2024.5.23,ACE 미국달러SOFR금리(합성),150,0,"1,628,250",68,161,"112,963",,
Smart+거래소주식매도,,"10,855",0,"112,963",0,0,0,스마트폰,
2024.5.27,SOL 미국배당다우존스(H),10,0,"109,350",4,340,"3,609",,
Smart+거래소주식매수,,"10,935",0,"109,354",0,0,0,스마트폰,
2024.5.28,ACE KRX금현물,60,0,"881,550",37,215,"-877,978",,
Smart+거래소주식매수,,"14,692",0,"3,609",0,0,0,스마트폰,
2024.5.28,SOL 미국배당다우존스,70,0,"732,400",30,330,"-1,610,408",,
Smart+거래소주식매수,,"10,462",0,0,0,0,0,스마트폰,
2024.5.28,SOL 미국배당다우존스(H),50,0,"538,050",22,390,"-2,148,480",,
Smart+거래소주식매수,,"10,761",0,0,0,0,0,스마트폰,
2024.5.28,TIGER KOFR금리액티브(합성),27,0,"2,845,800",119,150,"697,201",,
Smart+거래소주식매도,,"105,400",0,"697,201",0,0,0,스마트폰,
2024.5.29,ACE KRX금현물,30,0,"441,150",18,245,"256,033",,
Smart+거래소주식매수,,"14,705",0,"441,168",0,0,0,스마트폰,
2024.5.30,SOL 미국배당다우존스,260,0,"2,704,350",113,590,"-2,448,430",,
Smart+거래소주식매수,,"10,401",0,"256,033",0,0,0,스마트폰,
2024.5.30,SOL 미국배당다우존스(H),60,0,"646,350",27,450,"-3,094,807",,
Smart+거래소주식매수,,"10,772",0,0,0,0,0,스마트폰,
2024.5.30,TIGER KOFR금리액티브(합성),50,0,"5,271,000",221,100,"2,175,972",,
Smart+거래소주식매도,,"105,420",0,"2,175,972",0,0,0,스마트폰,
2024.5.31,SOL 미국배당다우존스,30,0,"309,150",13,620,"1,866,809",,
Smart+거래소주식매수,,"10,305",0,"309,163",0,0,0,스마트폰,
2024.5.31,SOL 미국30년국채커버드콜(합성),90,0,"875,700",36,"1,110","991,073",,
Smart+거래소주식매수,,"9,730",0,"875,736",0,0,0,스마트폰,
2024.6.3,SOL 미국배당다우존스(H),90,0,"942,140",39,540,"48,894",,
Smart+거래소주식매수,,"10,468",0,"942,179",0,0,0,스마트폰,
2024.6.3,SOL 미국30년국채커버드콜(합성),120,0,"1,151,400",48,"1,230","-1,102,554",,
Smart+거래소주식매수,,"9,595",0,"48,894",0,0,0,스마트폰,
2024.6.3,TIGER KOFR금리액티브(합성),50,0,"5,272,000",221,50,"4,169,225",,
Smart+거래소주식매도,,"105,440",0,"4,169,225",0,0,0,스마트폰,
2024.6.3,,0,0,"7,167",0,0,"4,176,392",,
예탁금이용료,,0,0,"7,167",0,0,0,,
2024.6.3,신한 SOL 미국배당다우존스증권상장지수투자신탁[주식],0,0,"24,180",0,0,"4,200,572",,
ETF분배금입금,,0,0,"24,180",0,0,0,,
2024.6.3,신한 SOL미국배당다우존스증권상장지수투자신탁[주식](H),0,0,"18,000",0,0,"4,218,572",,
ETF분배금입금,,0,0,"18,000",0,0,0,,
2024.6.3,신한 SOL 미국30년국채커버드콜증권상장지수투자신탁[채권-파생_,0,0,"106,560",0,0,"4,325,132",,
ETF분배금입금,,0,0,"106,560",0,0,0,,
2024.6.4,한국투자 ACE 미국30년국채엔화노출액티브증권상장지수투자신탁[,0,0,"3,762",0,0,"4,328,894",,
ETF분배금입금,,0,0,"3,762",0,0,0,,
2024.6.5,TIGER Fn반도체TOP10,190,0,"2,452,950",103,190,"1,875,841",,
Smart+거래소주식매수,,"12,910",0,"2,453,053",0,0,0,스마트폰,
2024.6.5,ACE KRX금현물,40,0,"588,500",24,285,"1,287,317",,
Smart+거래소주식매수,,"14,712",0,"588,524",0,0,0,스마트폰,
2024.6.7,TIGER KOFR금리액티브(합성),4,0,"422,020",17,54,"865,280",,
Smart+거래소주식매수,,"105,505",0,"422,037",0,0,0,스마트폰,
2024.6.7,ACE 미국달러SOFR금리(합성),20,0,"219,200",9,181,"646,071",,
Smart+거래소주식매수,,"10,960",0,"219,209",0,0,0,스마트폰,
2024.6.10,TIGER KOFR금리액티브(합성),6,0,"633,240",26,60,"12,805",,
Smart+거래소주식매수,,"105,540",0,"633,266",0,0,0,스마트폰,
2024.6.11,SOL 미국30년국채커버드콜(합성),90,0,"895,050",37,"1,140","907,818",,
Smart+거래소주식매도,,"9,945",0,"895,013",0,0,0,스마트폰,
2024.6.12,ACE KRX금현물,10,0,"145,600",6,295,"762,212",,
Smart+거래소주식매수,,"14,560",0,"145,606",0,0,0,스마트폰,
2024.6.18,ACE KRX금현물,60,0,"869,850",36,355,"-107,674",,
Smart+거래소주식매수,,"14,497",0,"762,212",0,0,0,스마트폰,
2024.6.18,SOL 미국배당다우존스(H),57,0,"602,490",25,597,"-710,189",,
Smart+거래소주식매수,,"10,570",0,0,0,0,0,스마트폰,
2024.6.18,TIGER Fn반도체TOP10,50,0,"713,250",30,140,"3,031",,
Smart+거래소주식매도,,"14,265",0,"3,031",0,0,0,스마트폰,
2024.6.20,ACE KRX금현물,4,0,"58,740",2,359,"-55,711",,
Smart+거래소주식매수,,"14,685",0,"3,031",0,0,0,스마트폰,
2024.6.20,TIGER KOFR금리액티브(합성),11,0,"1,162,095",48,71,"-1,217,854",,
Smart+거래소주식매수,,"105,645",0,0,0,0,0,스마트폰,
2024.6.20,SOL 미국배당다우존스,120,0,"1,248,600",52,500,"30,694",,
Smart+거래소주식매도,,"10,405",0,"30,694",0,0,0,스마트폰,
2024.6.20,SOL 미국30년국채커버드콜(합성),100,0,"1,014,500",42,"1,040","1,045,152",,
Smart+거래소주식매도,,"10,145",0,"1,014,458",0,0,0,스마트폰,
2024.6.21,TIGER KOFR금리액티브(합성),9,0,"950,850",40,80,"94,262",,
Smart+거래소주식매수,,"105,650",0,"950,890",0,0,0,스마트폰,
2024.6.21,ACE 미국S&P500,70,0,"1,339,800",56,303,"1,434,006",,
Smart+거래소주식매도,,"19,140",0,"1,339,744",0,0,0,스마트폰,
2024.6.24,TIGER KOFR금리액티브(합성),27,0,"2,852,955",120,107,"-1,419,069",,
Smart+거래소주식매수,,"105,665",0,"1,434,006",0,0,0,스마트폰,
2024.6.24,SOL 미국배당다우존스(H),97,0,"1,029,655",43,500,"-389,457",,
Smart+거래소주식매도,,"10,615",0,0,0,0,0,스마트폰,
2024.6.24,SOL 미국30년국채커버드콜(합성),40,0,"409,800",17,"1,000","20,326",,
Smart+거래소주식매도,,"10,245",0,"20,326",0,0,0,스마트폰,
2024.6.28,SOL 미국30년국채커버드콜(합성),1,0,"10,305",0,"1,001","10,021",,
Smart+거래소주식매수,,"10,305",0,"10,305",0,0,0,스마트폰,
2024.7.1,신한 SOL 미국배당다우존스증권상장지수투자신탁[주식],0,0,"19,000",0,0,"29,021",,
ETF분배금입금,,0,0,"19,000",0,0,0,,
2024.7.1,신한 SOL미국배당다우존스증권상장지수투자신탁[주식](H),0,0,"19,500",0,0,"48,521",,
ETF분배금입금,,0,0,"19,500",0,0,0,,
2024.7.1,신한 SOL 미국30년국채커버드콜증권상장지수투자신탁[채권-파생_,0,0,"95,095",0,0,"143,616",,
ETF분배금입금,,0,0,"95,095",0,0,0,,
2024.7.2,한국투자 ACE 미국30년국채엔화노출액티브증권상장지수투자신탁[,0,0,"4,180",0,0,"147,796",,
ETF분배금입금,,0,0,"4,180",0,0,0,,
2024.7.3,TIGER Fn반도체TOP10,78,0,"1,100,780",46,218,"-953,030",,
Smart+거래소주식매수,,"14,112",0,"147,796",0,0,0,스마트폰,
2024.7.3,TIGER KOFR금리액티브(합성),27,0,"2,855,925",120,80,"1,902,775",,
Smart+거래소주식매도,,"105,775",0,"1,902,775",0,0,0,스마트폰,
2024.7.8,ACE 미국달러SOFR금리(합성),60,0,"666,150",28,241,"1,236,597",,
Smart+거래소주식매수,,"11,102",0,"666,178",0,0,0,스마트폰,
2024.7.8,ACE 미국30년국채엔화노출액티브(H),30,0,"270,600",11,239,"965,986",,
Smart+거래소주식매수,,"9,020",0,"270,611",0,0,0,스마트폰,
2024.7.12,KODEX iShares미국하이일드액티브,90,0,"984,150",41,90,"-18,205",,
Smart+거래소주식매수,,"10,935",0,"965,986",0,0,0,스마트폰,
2024.7.12,TIGER Fn반도체TOP10,18,0,"257,940",10,200,"239,725",,
Smart+거래소주식매도,,"14,330",0,"239,725",0,0,0,스마트폰,
2024.7.15,ACE 미국달러SOFR금리(합성),57,0,"631,845",26,298,"-392,146",,
Smart+거래소주식매수,,"11,085",0,"239,725",0,0,0,스마트폰,
2024.7.15,KODEX iShares미국하이일드액티브,40,0,"436,100",18,130,"-828,264",,
Smart+거래소주식매수,,"10,902",0,0,0,0,0,스마트폰,
2024.7.15,ACE 미국빅테크7+ 15%프리미엄분배(합성),159,0,"1,994,950",83,159,"-2,823,297",,
Smart+거래소주식매수,,"12,546",0,0,0,0,0,스마트폰,
2024.7.15,TIGER KOFR금리액티브(합성),30,0,"3,176,250",133,50,"352,820",,
Smart+거래소주식매도,,"105,875",0,"352,820",0,0,0,스마트폰,
2024.7.15,SOL 미국배당다우존스(H),30,0,"321,600",13,470,"674,407",,
Smart+거래소주식매도,,"10,720",0,"321,587",0,0,0,스마트폰,
2024.7.16,KBSTAR 25-03 회사채(AA-이상)액티브,34,0,"1,731,960",72,34,"-1,057,625",,
Smart+거래소주식매수,,"50,940",0,"674,407",0,0,0,스마트폰,
2024.7.16,ACE 미국빅테크7+ 15%프리미엄분배(합성),240,0,"2,860,200",120,399,"-3,917,945",,
Smart+거래소주식매수,,"11,917",0,0,0,0,0,스마트폰,
2024.7.16,TIGER Fn반도체TOP10,100,0,"1,417,000",59,100,"-2,501,004",,
Smart+거래소주식매도,,"14,170",0,0,0,0,0,스마트폰,
2024.7.16,TIGER KOFR금리액티브(합성),20,0,"2,118,200",89,30,"-382,893",,
Smart+거래소주식매도,,"105,910",0,0,0,0,0,스마트폰,
2024.7.16,SOL 미국배당다우존스(H),70,0,"759,150",31,400,"376,226",,
Smart+거래소주식매도,,"10,845",0,"376,226",0,0,0,스마트폰,
2024.7.16,ACE 미국30년국채엔화노출액티브(H),130,0,"1,203,800",50,109,"1,579,976",,
Smart+거래소주식매도,,"9,260",0,"1,203,750",0,0,0,스마트폰,
2024.7.17,TIGER Fn반도체TOP10,42,0,"591,570",24,142,"988,382",,
Smart+거래소주식매수,,"14,085",0,"591,594",0,0,0,스마트폰,
2024.7.17,TIGER KOFR금리액티브(합성),25,0,"2,648,125",111,55,"-1,659,854",,
Smart+거래소주식매수,,"105,925",0,"988,382",0,0,0,스마트폰,
2024.7.17,RISE 25-03 회사채(AA-이상)액티브,3,0,"152,805",6,37,"-1,812,665",,
Smart+거래소주식매수,,"50,935",0,0,0,0,0,스마트폰,
2024.7.17,TIGER 미국S&P500+10%프리미엄초단기,60,0,"638,850",26,60,"-2,451,541",,
Smart+거래소주식매수,,"10,647",0,0,0,0,0,스마트폰,
2024.7.17,SOL 미국배당다우존스,200,0,"2,158,000",90,300,"-293,631",,
Smart+거래소주식매도,,"10,790",0,0,0,0,0,스마트폰,
2024.7.17,ACE 미국달러SOFR금리(합성),28,0,"311,360",13,270,"17,716",,
Smart+거래소주식매도,,"11,120",0,"17,716",0,0,0,스마트폰,
2024.7.17,한국투자 ACE 미국빅테크7+ 15%프리미엄분배증권상장지수투자신_,0,0,"24,804",0,0,"42,520",,
ETF분배금입금,,0,0,"24,804",0,0,0,,
2024.7.19,ACE 미국빅테크7+ 15%프리미엄분배(합성),1,0,"11,865",0,400,"30,655",,
Smart+거래소주식매수,,"11,865",0,"11,865",0,0,0,스마트폰,
2024.7.22,TIGER KOFR금리액티브(합성),24,0,"2,542,920",107,79,"-2,512,372",,
Smart+거래소주식매수,,"105,955",0,"30,655",0,0,0,스마트폰,
2024.7.22,ACE 미국빅테크7+ 15%프리미엄분배(합성),93,0,"1,059,305",44,493,"-3,571,721",,
Smart+거래소주식매수,,"11,390",0,0,0,0,0,스마트폰,
2024.7.22,TIGER 미국S&P500+10%프리미엄초단기,2,0,"21,120",0,62,"-3,592,841",,
Smart+거래소주식매수,,"10,560",0,0,0,0,0,스마트폰,
2024.7.22,TIGER KOFR금리액티브(합성),35,0,"3,708,250",156,44,"115,253",,
Smart+거래소주식매도,,"105,950",0,"115,253",0,0,0,스마트폰,
2024.7.23,TIGER KOFR금리액티브(합성),12,0,"1,271,820",53,56,"-1,156,620",,
Smart+거래소주식매수,,"105,985",0,"115,253",0,0,0,스마트폰,
2024.7.23,RISE 25-03 회사채(AA-이상)액티브,7,0,"356,790",15,44,"-1,513,425",,
Smart+거래소주식매수,,"50,970",0,0,0,0,0,스마트폰,
2024.7.23,TIGER 미국S&P500+10%프리미엄초단기,53,0,"559,685",23,115,"-2,073,133",,
Smart+거래소주식매수,,"10,560",0,0,0,0,0,스마트폰,
2024.7.23,ACE 미국빅테크7+ 15%프리미엄분배(합성),190,0,"2,179,550",91,303,"106,326",,
Smart+거래소주식매도,,"11,471",0,"106,326",0,0,0,스마트폰,
2024.7.24,ACE 미국빅테크7+ 15%프리미엄분배(합성),9,0,"102,735",4,312,"3,587",,
Smart+거래소주식매수,,"11,415",0,"102,739",0,0,0,스마트폰,
2024.7.25,ACE KRX금현물,100,0,"1,529,500",64,459,"-1,525,977",,
Smart+거래소주식매수,,"15,295",0,"3,587",0,0,0,스마트폰,
2024.7.25,RISE 25-03 회사채(AA-이상)액티브,3,0,"152,940",6,47,"-1,678,923",,
Smart+거래소주식매수,,"50,980",0,0,0,0,0,스마트폰,
2024.7.25,TIGER 미국S&P500+10%프리미엄초단기,225,0,"2,370,375",99,340,"-4,049,397",,
Smart+거래소주식매수,,"10,535",0,0,0,0,0,스마트폰,
2024.7.25,TIGER KOFR금리액티브(합성),16,0,"1,696,080",71,40,"-2,353,388",,
Smart+거래소주식매도,,"106,005",0,0,0,0,0,스마트폰,
2024.7.25,SOL 미국배당다우존스(H),200,0,"2,231,000",93,200,"-122,481",,
Smart+거래소주식매도,,"11,155",0,0,0,0,0,스마트폰,
2024.7.25,ACE 미국빅테크7+ 15%프리미엄분배(합성),12,0,"138,360",5,300,"15,874",,
Smart+거래소주식매도,,"11,530",0,"15,874",0,0,0,스마트폰,
2024.7.26,TIGER 미국S&P500+10%프리미엄초단기,110,0,"1,152,800",48,450,"-1,136,974",,
Smart+거래소주식매수,,"10,480",0,"15,874",0,0,0,스마트폰,
2024.7.26,ACE 미국빅테크7+ 15%프리미엄분배(합성),100,0,"1,144,000",48,200,"6,978",,
Smart+거래소주식매도,,"11,440",0,"6,978",0,0,0,스마트폰,
2024.7.29,ACE 미국빅테크7+ 15%프리미엄분배(합성),27,0,"297,675",12,227,"-290,709",,
Smart+거래소주식매수,,"11,025",0,"6,978",0,0,0,스마트폰,
2024.7.29,TIGER 미국S&P500+10%프리미엄초단기,23,0,"237,820",10,473,"-528,539",,
Smart+거래소주식매수,,"10,340",0,0,0,0,0,스마트폰,
2024.7.29,TIGER KOFR금리액티브(합성),5,0,"530,125",22,35,"1,564",,
Smart+거래소주식매도,,"106,025",0,"1,564",0,0,0,스마트폰,
2024.8.1,TIGER Fn반도체TOP10,41,0,"499,380",21,183,"-497,837",,
Smart+거래소주식매수,,"12,180",0,"1,564",0,0,0,스마트폰,
2024.8.1,TIGER 미국S&P500+10%프리미엄초단기,106,0,"1,084,910",45,579,"-1,582,792",,
Smart+거래소주식매수,,"10,235",0,0,0,0,0,스마트폰,
2024.8.1,TIGER KOFR금리액티브(합성),15,0,"1,591,125",66,20,"8,267",,
Smart+거래소주식매도,,"106,075",0,"8,267",0,0,0,스마트폰,
2024.8.1,신한 SOL 미국배당다우존스증권상장지수투자신탁[주식],0,0,"10,500",0,0,"18,767",,
ETF분배금입금,,0,0,"10,500",0,0,0,,
2024.8.1,신한 SOL미국배당다우존스증권상장지수투자신탁[주식](H),0,0,"7,200",0,0,"25,967",,
ETF분배금입금,,0,0,"7,200",0,0,0,,
2024.8.1,신한 SOL 미국30년국채커버드콜증권상장지수투자신탁[채권-파생_,0,0,"112,112",0,0,"138,079",,
ETF분배금입금,,0,0,"112,112",0,0,0,,
2024.8.2,한국투자 ACE 미국S&P500증권상장지수투자신탁(주식),0,0,"18,180",0,0,"156,259",,
ETF분배금입금,,0,0,"18,180",0,0,0,,
2024.8.2,KB RISE 25-03 회사채(AA-이상)액티브증권상장지수투자신탁(채권,0,0,"3,525",0,0,"159,784",,
ETF분배금입금,,0,0,"3,525",0,0,0,,
2024.8.2,삼성 KODEX iShares미국하이일드액티브증권상장지수투자신탁[채_,0,0,"7,800",0,0,"167,584",,
ETF분배금입금,,0,0,"7,800",0,0,0,,
2024.8.2,한국투자 ACE 미국30년국채엔화노출액티브증권상장지수투자신탁[,0,0,"2,398",0,0,"169,982",,
ETF분배금입금,,0,0,"2,398",0,0,0,,
2024.8.2,미래에셋 TIGER 미국S&P500+10%프리미엄초단기옵션증권상장지수_,0,0,"43,043",0,0,"213,025",,
ETF분배금입금,,0,0,"43,043",0,0,0,,
2024.8.6,TIGER 미국S&P500+10%프리미엄초단기,117,0,"1,184,625",49,696,"-971,649",,
Smart+거래소주식매수,,"10,125",0,"213,025",0,0,0,스마트폰,
2024.8.6,TIGER KOFR금리액티브(합성),10,0,"1,061,250",44,10,"89,557",,
Smart+거래소주식매도,,"106,125",0,"89,557",0,0,0,스마트폰,
2024.8.7,TIGER Fn반도체TOP10,10,0,"108,800",4,193,"-19,247",,
Smart+거래소주식매수,,"10,880",0,"89,557",0,0,0,스마트폰,
2024.8.7,KODEX iShares미국하이일드액티브,20,0,"214,800",9,150,"-234,056",,
Smart+거래소주식매수,,"10,740",0,0,0,0,0,스마트폰,
2024.8.7,ACE 미국빅테크7+ 15%프리미엄분배(합성),10,0,"99,650",4,237,"-333,710",,
Smart+거래소주식매수,,"9,965",0,0,0,0,0,스마트폰,
2024.8.7,TIGER 미국S&P500+10%프리미엄초단기,29,0,"281,920",11,725,"-615,641",,
Smart+거래소주식매수,,"9,721",0,0,0,0,0,스마트폰,
2024.8.7,ACE KRX금현물,9,0,"140,535",5,450,"-475,111",,
Smart+거래소주식매도,,"15,615",0,0,0,0,0,스마트폰,
2024.8.7,TIGER KOFR금리액티브(합성),10,0,"1,061,350",44,0,"586,195",,
Smart+거래소주식매도,,"106,135",0,"586,195",0,0,0,스마트폰,
2024.8.7,ACE 미국30년국채엔화노출액티브(H),9,0,"94,860",3,100,"681,052",,
Smart+거래소주식매도,,"10,540",0,"94,857",0,0,0,스마트폰,
2024.8.12,ACE 미국빅테크7+ 15%프리미엄분배(합성),10,0,"103,550",4,247,"577,498",,
Smart+거래소주식매수,,"10,355",0,"103,554",0,0,0,스마트폰,
2024.8.12,TIGER 미국S&P500+10%프리미엄초단기,40,0,"388,900",16,765,"188,582",,
Smart+거래소주식매수,,"9,722",0,"388,916",0,0,0,스마트폰,
2024.8.14,KODEX iShares미국하이일드액티브,40,0,"435,800",18,190,"-247,236",,
Smart+거래소주식매수,,"10,895",0,"188,582",0,0,0,스마트폰,
2024.8.14,TIGER Fn반도체TOP10,93,0,"1,057,410",44,100,"810,130",,
Smart+거래소주식매도,,"11,370",0,"810,130",0,0,0,스마트폰,
2024.8.14,ACE 미국달러SOFR금리(합성),100,0,"1,103,500",46,170,"1,913,584",,
Smart+거래소주식매도,,"11,035",0,"1,103,454",0,0,0,스마트폰,
2024.8.14,ACE 미국30년국채엔화노출액티브(H),20,0,"204,500",8,80,"2,118,076",,
Smart+거래소주식매도,,"10,225",0,"204,492",0,0,0,스마트폰,
2024.8.19,한국투자 ACE 미국빅테크7+ 15%프리미엄분배증권상장지수투자신_,0,0,"32,604",0,0,"2,150,680",,
ETF분배금입금,,0,0,"32,604",0,0,0,,
2024.8.20,SOL 미국배당다우존스,100,0,"1,086,500",45,400,"1,064,135",,
Smart+거래소주식매수,,"10,865",0,"1,086,545",0,0,0,스마트폰,
2024.8.20,SOL 미국배당다우존스(H),100,0,"1,119,000",47,100,"2,183,088",,
Smart+거래소주식매도,,"11,190",0,"1,118,953",0,0,0,스마트폰,
2024.8.20,ACE 미국30년국채엔화노출액티브(H),40,0,"401,825",16,40,"2,584,897",,
Smart+거래소주식매도,,"10,045",0,"401,809",0,0,0,스마트폰,
2024.8.21,SOL 미국배당다우존스,110,0,"1,181,400",49,510,"1,403,448",,
Smart+거래소주식매수,,"10,740",0,"1,181,449",0,0,0,스마트폰,
2024.8.21,KODEX 인도Nifty50,80,0,"1,080,800",45,80,"322,603",,
Smart+거래소주식매수,,"13,510",0,"1,080,845",0,0,0,스마트폰,
2024.8.21,ACE 미국달러SOFR금리(합성),1,0,"10,830",0,171,"311,773",,
Smart+거래소주식매수,,"10,830",0,"10,830",0,0,0,스마트폰,
2024.8.21,SOL 미국배당다우존스(H),100,0,"1,122,500",47,0,"1,434,226",,
Smart+거래소주식매도,,"11,225",0,"1,122,453",0,0,0,스마트폰,
2024.8.22,TIGER 미국달러단기채권액티브,20,0,"239,725",10,20,"1,194,491",,
Smart+거래소주식매수,,"11,986",0,"239,735",0,0,0,스마트폰,
2024.8.23,ACE 미국달러SOFR금리(합성),120,0,"1,293,000",54,291,"-98,563",,
Smart+거래소주식매수,,"10,775",0,"1,194,491",0,0,0,스마트폰,
2024.8.23,ACE KRX금현물,50,0,"776,500",32,400,"677,905",,
Smart+거래소주식매도,,"15,530",0,"677,905",0,0,0,스마트폰,
2024.8.26,ACE 미국달러SOFR금리(합성),60,0,"647,100",27,351,"30,778",,
Smart+거래소주식매수,,"10,785",0,"647,127",0,0,0,스마트폰,
2024.9.2,,0,0,"1,864",0,0,"32,642",,
