거래일,종목명,거래수량,환율,거래금액,수수료,유가잔고,잔액,상대계좌,
거래종류,잔고번호,거래단가,외환잔액,정산금액,거래세,세금,부가세,접속매체,
2024.4.23,ACE 미국S&P500,10,0,"174,700",7,26,"2,052,687",,
Smart+거래소주식매수,,"17,470",0,"174,707",0,0,0,스마트폰,
2024.4.23,TIGER Fn반도체TOP10,90,0,"1,136,300",47,150,"916,340",,
Smart+거래소주식매수,,"12,625",0,"1,136,347",0,0,0,스마트폰,
2024.4.23,SOL 미국배당다우존스(H),100,0,"1,043,000",43,180,"-126,703",,
Smart+거래소주식매수,,"10,430",0,"916,340",0,0,0,스마트폰,
2024.4.23,KBSTAR 미국반도체NYSE(H),60,0,"790,700",33,73,"-917,436",,
Smart+거래소주식매수,,"13,178",0,0,0,0,0,스마트폰,
2024.4.23,KODEX KOFR금리액티브(합성),10,0,"1,065,050",44,0,"147,570",,
Smart+거래소주식매도,,"106,505",0,"147,570",0,0,0,스마트폰,
2024.4.24,TIGER Fn반도체TOP10,10,0,"126,050",5,160,"21,515",,
Smart+거래소주식매수,,"12,605",0,"126,055",0,0,0,스마트폰,
2024.4.26,ACE 미국30년국채엔화노출액티브(H),140,0,"1,284,450",54,140,"-1,262,989",,
Smart+거래소주식매수,,"9,174",0,"21,515",0,0,0,스마트폰,
2024.4.26,TIGER Fn반도체TOP10,80,0,"1,021,900",43,80,"-241,132",,
Smart+거래소주식매도,,"12,773",0,0,0,0,0,스마트폰,
2024.4.26,KBSTAR 미국30년국채엔화노출(합성 H),30,0,"256,950",10,0,"15,808",,
Smart+거래소주식매도,,"8,565",0,"15,808",0,0,0,스마트폰,
2024.5.2,신한 SOL미국배당다우존스증권상장지수투자신탁[주식](H),0,0,"6,120",0,0,"21,928",,
ETF분배금입금,,0,0,"6,120",0,0,0,,
2024.5.3,한국투자 ACE 미국S&P500증권상장지수투자신탁(주식),0,0,"1,430",0,0,"23,358",,
ETF분배금입금,,0,0,"1,430",0,0,0,,
2024.5.3,삼성 KODEX 미국반도체MV증권상장지수투자신탁[주식],0,0,105,0,0,"23,463",,
ETF분배금입금,,0,0,105,0,0,0,,
2024.5.3,미래에셋 TIGER Fn반도체TOP10증권상장지수투자신탁(주식),0,0,"4,240",0,0,"27,703",,
ETF분배금입금,,0,0,"4,240",0,0,0,,
2024.5.3,한국투자 ACE 미국배당다우존스증권상장지수투자신탁(주식),0,0,"1,664",0,0,"29,367",,
ETF분배금입금,,0,0,"1,664",0,0,0,,
2024.5.3,KB KBSTAR 미국반도체NYSE증권상장지수투자신탁(주식)(H),0,0,"1,825",0,0,"31,192",,
ETF분배금입금,,0,0,"1,825",0,0,0,,
2024.5.3,한국투자 ACE 미국30년국채엔화노출액티브증권상장지수투자신탁[,0,0,"4,480",0,0,"35,672",,
ETF분배금입금,,0,0,"4,480",0,0,0,,
2024.5.9,,0,0,"3,000,273",0,0,"3,035,945",서동환　　　　　　　 715159689915 서동환,
타사이체입금,9000,0,0,"3,000,273",0,0,0,대외기관,
2024.5.9,,0,0,"3,000,273",0,0,"3,035,945",7.1516E+11,
연금납입금전환,,0,0,0,0,0,0,,
2024.5.13,ACE KRX금현물,10,0,"145,550",6,51,"2,890,389",,
Smart+거래소주식매수,,"14,555",0,"145,556",0,0,0,스마트폰,
2024.5.13,ACE 미국달러SOFR금리(합성),97,0,"1,057,180",44,99,"1,833,165",,
Smart+거래소주식매수,,"10,898",0,"1,057,224",0,0,0,스마트폰,
2024.5.14,TIGER 미국달러단기채권액티브,5,0,"60,600",2,105,"1,772,563",,
Smart+거래소주식매수,,"12,120",0,"60,602",0,0,0,스마트폰,
2024.5.14,ACE KRX금현물,30,0,"442,800",18,81,"1,329,745",,
Smart+거래소주식매수,,"14,760",0,"442,818",0,0,0,스마트폰,
2024.5.16,TIGER KOFR금리액티브(합성),12,0,"1,263,300",53,12,"66,392",,
Smart+거래소주식매수,,"105,275",0,"1,263,353",0,0,0,스마트폰,
2024.5.17,ACE 미국S&P500,50,0,"899,750",37,76,"-833,395",,
Smart+거래소주식매수,,"17,995",0,"66,392",0,0,0,스마트폰,
2024.5.17,KODEX 미국반도체MV,18,0,"376,830",15,21,"-1,210,240",,
Smart+거래소주식매수,,"20,935",0,0,0,0,0,스마트폰,
2024.5.17,ACE 미국배당다우존스,97,0,"1,140,235",47,149,"-2,350,522",,
Smart+거래소주식매수,,"11,755",0,0,0,0,0,스마트폰,
2024.5.17,ACE 미국달러SOFR금리(합성),99,0,"1,080,585",45,0,"-1,269,982",,
Smart+거래소주식매도,,"10,915",0,0,0,0,0,스마트폰,
2024.5.17,ACE 미국30년국채엔화노출액티브(H),140,0,"1,283,100",54,0,"13,064",,
Smart+거래소주식매도,,"9,165",0,"13,064",0,0,0,스마트폰,
2024.5.20,ACE 미국달러SOFR금리(합성),79,0,"850,880",35,79,"-837,851",,
Smart+거래소주식매수,,"10,770",0,"13,064",0,0,0,스마트폰,
2024.5.20,TIGER KOFR금리액티브(합성),12,0,"1,263,480",53,0,"425,576",,
Smart+거래소주식매도,,"105,290",0,"425,576",0,0,0,스마트폰,
2024.5.24,TIGER KOFR금리액티브(합성),8,0,"842,920",35,8,"-417,379",,
Smart+거래소주식매수,,"105,365",0,"425,576",0,0,0,스마트폰,
2024.5.24,TIGER Fn반도체TOP10,40,0,"525,600",22,40,"108,199",,
Smart+거래소주식매도,,"13,140",0,"108,199",0,0,0,스마트폰,
2024.5.24,KBSTAR 미국반도체NYSE(H),37,0,"554,075",23,36,"662,251",,
Smart+거래소주식매도,,"14,975",0,"554,052",0,0,0,스마트폰,
2024.5.27,TIGER Fn반도체TOP10,40,0,"540,450",22,80,"121,779",,
Smart+거래소주식매수,,"13,511",0,"540,472",0,0,0,스마트폰,
2024.5.27,ACE 미국배당다우존스,30,0,"349,950",14,179,"-228,185",,
Smart+거래소주식매수,,"11,665",0,"121,779",0,0,0,스마트폰,
2024.5.27,SOL 미국배당다우존스(H),18,0,"196,830",8,198,"-425,023",,
Smart+거래소주식매수,,"10,935",0,0,0,0,0,스마트폰,
2024.5.27,ACE 미국달러SOFR금리(합성),40,0,"435,800",18,39,"10,759",,
Smart+거래소주식매도,,"10,895",0,"10,759",0,0,0,스마트폰,
2024.6.3,SOL 미국배당다우존스(H),1,0,"10,460",0,199,299,,
Smart+거래소주식매수,,"10,460",0,"10,460",0,0,0,스마트폰,
2024.6.3,,0,0,"2,091",0,0,"2,390",,
예탁금이용료,,0,0,"2,091",0,0,0,,
2024.6.3,신한 SOL미국배당다우존스증권상장지수투자신탁[주식](H),0,0,"7,920",0,0,"10,310",,
ETF분배금입금,,0,0,"7,920",0,0,0,,
2024.6.4,TIGER Fn반도체TOP10,25,0,"327,875",13,105,"-317,578",,
Smart+거래소주식매수,,"13,115",0,"10,310",0,0,0,스마트폰,
2024.6.4,ACE 미국배당다우존스,28,0,"320,880",13,207,"-638,471",,
Smart+거래소주식매수,,"11,460",0,0,0,0,0,스마트폰,
2024.6.4,TIGER 미국달러SOFR금리액티브(합성),12,0,"653,580",27,12,"15,082",,
Smart+거래소주식매도,,"54,465",0,"15,082",0,0,0,스마트폰,
2024.6.4,한국투자 ACE 미국배당다우존스증권상장지수투자신탁(주식),0,0,"6,981",0,0,"22,063",,
ETF분배금입금,,0,0,"6,981",0,0,0,,
2024.6.5,TIGER Fn반도체TOP10,91,0,"1,175,735",49,196,"-1,153,721",,
Smart+거래소주식매수,,"12,920",0,"22,063",0,0,0,스마트폰,
2024.6.5,TIGER KOFR금리액티브(합성),8,0,"843,840",35,0,"-309,916",,
Smart+거래소주식매도,,"105,480",0,0,0,0,0,스마트폰,
2024.6.5,TIGER 미국달러SOFR금리액티브(합성),6,0,"326,070",13,6,"16,141",,
Smart+거래소주식매도,,"54,345",0,"16,141",0,0,0,스마트폰,
2024.6.5,ACE 미국달러SOFR금리(합성),26,0,"286,130",12,13,"302,259",,
Smart+거래소주식매도,,"11,005",0,"286,118",0,0,0,스마트폰,
2024.6.7,TIGER Fn반도체TOP10,10,0,"130,000",5,206,"172,254",,
Smart+거래소주식매수,,"13,000",0,"130,005",0,0,0,스마트폰,
2024.6.7,ACE 미국배당다우존스,14,0,"161,770",6,221,"10,478",,
Smart+거래소주식매수,,"11,555",0,"161,776",0,0,0,스마트폰,
2024.6.18,ACE 미국배당다우존스,110,0,"1,259,350",53,331,"-1,248,925",,
Smart+거래소주식매수,,"11,448",0,"10,478",0,0,0,스마트폰,
2024.6.18,TIGER KOFR금리액티브(합성),7,0,"739,375",31,7,"-1,988,331",,
Smart+거래소주식매수,,"105,625",0,0,0,0,0,스마트폰,
2024.6.18,TIGER 미국달러단기채권액티브,20,0,"245,200",10,85,"-1,743,141",,
Smart+거래소주식매도,,"12,260",0,0,0,0,0,스마트폰,
2024.6.18,TIGER Fn반도체TOP10,130,0,"1,838,850",77,76,"95,632",,
Smart+거래소주식매도,,"14,145",0,"95,632",0,0,0,스마트폰,
2024.6.20,TIGER KOFR금리액티브(합성),12,0,"1,267,740",53,19,"-1,172,161",,
Smart+거래소주식매수,,"105,645",0,"95,632",0,0,0,스마트폰,
2024.6.20,TIGER Fn반도체TOP10,40,0,"570,650",24,36,"-601,535",,
Smart+거래소주식매도,,"14,266",0,0,0,0,0,스마트폰,
2024.6.20,ACE 미국배당다우존스,30,0,"345,300",14,301,"-256,249",,
Smart+거래소주식매도,,"11,510",0,0,0,0,0,스마트폰,
2024.6.20,TIGER 미국달러SOFR금리액티브(합성),6,0,"327,000",13,0,"70,738",,
Smart+거래소주식매도,,"54,500",0,"70,738",0,0,0,스마트폰,
2024.6.24,ACE KRX금현물,11,0,"163,185",6,92,"-92,453",,
Smart+거래소주식매수,,"14,835",0,"70,738",0,0,0,스마트폰,
2024.6.24,ACE 미국배당다우존스,151,0,"1,746,065",73,150,"1,653,539",,
Smart+거래소주식매도,,"11,563",0,"1,653,539",0,0,0,스마트폰,
2024.6.24,SOL 미국배당다우존스(H),9,0,"95,535",4,190,"1,749,070",,
Smart+거래소주식매도,,"10,615",0,"95,531",0,0,0,스마트폰,
2024.6.25,TIGER KOFR금리액티브(합성),16,0,"1,691,120",71,35,"57,879",,
Smart+거래소주식매수,,"105,695",0,"1,691,191",0,0,0,스마트폰,
2024.6.28,SOL 미국30년국채커버드콜(합성),199,0,"2,048,165",86,199,"-1,990,372",,
Smart+거래소주식매수,,"10,292",0,"57,879",0,0,0,스마트폰,
2024.6.28,TIGER KOFR금리액티브(합성),20,0,"2,114,500",88,15,"124,040",,
Smart+거래소주식매도,,"105,725",0,"124,040",0,0,0,스마트폰,
2024.7.1,신한 SOL미국배당다우존스증권상장지수투자신탁[주식](H),0,0,"7,410",0,0,"131,450",,
ETF분배금입금,,0,0,"7,410",0,0,0,,
2024.7.1,신한 SOL 미국30년국채커버드콜증권상장지수투자신탁[채권-파생_,0,0,"18,905",0,0,"150,355",,
ETF분배금입금,,0,0,"18,905",0,0,0,,
2024.7.2,한국투자 ACE 미국배당다우존스증권상장지수투자신탁(주식),0,0,"6,600",0,0,"156,955",,
ETF분배금입금,,0,0,"6,600",0,0,0,,
2024.7.17,TIGER KOFR금리액티브(합성),1,0,"105,925",4,16,"51,026",,
Smart+거래소주식매수,,"105,925",0,"105,929",0,0,0,스마트폰,
2024.7.17,SOL 미국30년국채커버드콜(합성),99,0,"997,920",41,100,"1,048,905",,
Smart+거래소주식매도,,"10,080",0,"997,879",0,0,0,스마트폰,
2024.7.18,TIGER KOFR금리액티브(합성),19,0,"2,012,765",84,35,"-963,944",,
Smart+거래소주식매수,,"105,935",0,"1,048,905",0,0,0,스마트폰,
2024.7.18,SOL 미국30년국채커버드콜(합성),100,0,"1,011,850",42,0,"47,864",,
Smart+거래소주식매도,,"10,118",0,"47,864",0,0,0,스마트폰,
2024.7.19,RISE 25-06 은행채(AA+이상)액티브,37,0,"1,858,510",78,37,"-1,810,724",,
Smart+거래소주식매수,,"50,230",0,"47,864",0,0,0,스마트폰,
2024.7.19,ACE 미국배당다우존스,150,0,"1,822,500",76,0,"11,700",,
Smart+거래소주식매도,,"12,150",0,"11,700",0,0,0,스마트폰,
2024.8.1,신한 SOL미국배당다우존스증권상장지수투자신탁[주식](H),0,0,"6,840",0,0,"18,540",,
ETF분배금입금,,0,0,"6,840",0,0,0,,
2024.8.2,한국투자 ACE 미국S&P500증권상장지수투자신탁(주식),0,0,"4,560",0,0,"23,100",,
ETF분배금입금,,0,0,"4,560",0,0,0,,
2024.8.2,삼성 KODEX 미국반도체MV증권상장지수투자신탁[주식],0,0,735,0,0,"23,835",,
ETF분배금입금,,0,0,735,0,0,0,,
2024.8.2,KB RISE 미국반도체NYSE증권상장지수투자신탁(주식)(H),0,0,"1,080",0,0,"24,915",,
ETF분배금입금,,0,0,"1,080",0,0,0,,
2024.8.14,TIGER Fn반도체TOP10,36,0,"408,960",17,0,"433,858",,
Smart+거래소주식매도,,"11,360",0,"408,943",0,0,0,스마트폰,
2024.8.23,SOL 미국배당다우존스,48,0,"514,840",21,48,"-81,003",,
Smart+거래소주식매수,,"10,725",0,"433,858",0,0,0,스마트폰,
2024.8.23,ACE 미국달러SOFR금리(합성),70,0,"755,835",31,83,"-836,869",,
Smart+거래소주식매수,,"10,797",0,0,0,0,0,스마트폰,
2024.8.23,KODEX 미국배당다우존스,1,0,"10,005",0,1,"-846,874",,
Smart+거래소주식매수,,"10,005",0,0,0,0,0,스마트폰,
2024.8.23,SOL 미국배당다우존스(H),190,0,"2,139,400",90,0,"1,292,436",,
Smart+거래소주식매도,,"11,260",0,"1,292,436",0,0,0,스마트폰,
2024.8.26,ACE 미국달러SOFR금리(합성),60,0,"646,950",27,143,"645,459",,
Smart+거래소주식매수,,"10,782",0,"646,977",0,0,0,스마트폰,
2024.8.26,SOL 미국30년국채커버드콜(합성),171,0,"1,736,300",73,171,"-1,090,914",,
Smart+거래소주식매수,,"10,153",0,"645,459",0,0,0,스마트폰,
2024.8.26,ACE KRX금현물,92,0,"1,430,600",60,0,"339,626",,
Smart+거래소주식매도,,"15,550",0,"339,626",0,0,0,스마트폰,
2024.8.26,TIGER KOFR금리액티브(합성),15,0,"1,594,725",67,20,"1,934,284",,
Smart+거래소주식매도,,"106,315",0,"1,594,658",0,0,0,스마트폰,
2024.8.27,SOL 미국30년국채커버드콜(합성),120,0,"1,217,550",51,291,"716,683",,
Smart+거래소주식매수,,"10,146",0,"1,217,601",0,0,0,스마트폰,
2024.9.2,,0,0,571,0,0,"717,254",,
예탁금이용료,,0,0,571,0,0,0,,
2024.9.2,신한 SOL 미국배당다우존스증권상장지수투자신탁[주식],0,0,"1,680",0,0,"718,934",,
ETF분배금입금,,0,0,"1,680",0,0,0,,
2024.9.2,신한 SOL 미국30년국채커버드콜증권상장지수투자신탁[채권-파생_,0,0,"24,735",0,0,"743,669",,
ETF분배금입금,,0,0,"24,735",0,0,0,,
2024.9.5,ACE KRX금현물,70,0,"1,082,900",45,70,"-339,276",,
Smart+거래소주식매수,,"15,470",0,"743,669",0,0,0,스마트폰,
2024.9.5,SOL 미국30년국채커버드콜(합성),9,0,"89,730",3,300,"-429,009",,
Smart+거래소주식매수,,"9,970",0,0,0,0,0,스마트폰,
2024.9.5,RISE 글로벌리얼티인컴,4,0,"42,020",1,4,"-471,030",,
Smart+거래소주식매수,,"10,505",0,0,0,0,0,스마트폰,
2024.9.5,ACE 미국달러SOFR금리(합성),43,0,"466,120",19,100,"-4,929",,
Smart+거래소주식매도,,"10,840",0,0,0,0,0,스마트폰,
2024.9.5,KODEX 미국배당다우존스,1,0,"10,325",0,0,"5,396",,
Smart+거래소주식매도,,"10,325",0,"5,396",0,0,0,스마트폰,
2024.9.9,ACE KRX금현물,130,0,"2,005,250",84,200,"-1,999,938",,
Smart+거래소주식매수,,"15,425",0,"5,396",0,0,0,스마트폰,
2024.9.9,SOL 미국30년국채커버드콜(합성),200,0,"2,023,000",85,100,"22,977",,
Smart+거래소주식매도,,"10,115",0,"22,977",0,0,0,스마트폰,
2024.9.19,KODEX 미국S&P500에너지(합성),36,0,"471,060",19,36,"-448,102",,
Smart+거래소주식매수,,"13,085",0,"22,977",0,0,0,스마트폰,
2024.9.19,ACE 미국S&P500,29,0,"544,475",22,105,"-992,599",,
Smart+거래소주식매수,,"18,775",0,0,0,0,0,스마트폰,
2024.9.19,KODEX 미국반도체MV,21,0,"450,660",18,0,"-541,957",,
Smart+거래소주식매도,,"21,460",0,0,0,0,0,스마트폰,
2024.9.19,RISE 미국반도체NYSE(H),36,0,"505,620",21,0,"-36,358",,
Smart+거래소주식매도,,"14,045",0,0,0,0,0,스마트폰,
2024.9.19,SOL 미국30년국채커버드콜(합성),100,0,"1,029,000",43,0,"992,599",,
Smart+거래소주식매도,,"10,290",0,"992,599",0,0,0,스마트폰,
2024.9.19,RISE 글로벌리얼티인컴,4,0,"43,380",1,0,"1,035,978",,
Smart+거래소주식매도,,"10,845",0,"43,379",0,0,0,스마트폰,
2024.9.20,ACE 미국S&P500,50,0,"942,000",39,155,"93,939",,
Smart+거래소주식매수,,"18,840",0,"942,039",0,0,0,스마트폰,
